loss,id
1870.83544922,3788
1041.54772949,3792
7577.90673828,3817
2167.60058594,3821
2221.78735352,3824
5880.48681641,3843
2777.27880859,3887
2247.14575195,3907
2471.04199219,3911
2362.9609375,3920
1011.16625977,3926
3799.38427734,3934
2348.22314453,3937
2471.27783203,4051
1351.35168457,4099
4635.08496094,4113
4096.11767578,4125
1360.2956543,4136
1217.3782959,4145
1550.55322266,4154
2512.81005859,4161
1261.97814941,4184
2998.62573242,4206
2580.08911133,4208
3227.74853516,4222
1362.88317871,4232
997.313720703,4250
5129.53564453,4252
4033.24121094,4270
2012.08789062,4304
2560.99389648,4326
1058.44177246,4338
1686.99841309,4349
2627.09326172,4361
3213.10546875,4372
5628.24511719,4386
2280.48730469,4389
2435.4284668,4396
3889.6262207,4407
1518.68884277,4419
6037.12451172,4454
849.869750977,4462
2003.17480469,4476
1892.71850586,4493
1699.97192383,4506
1484.32324219,4512
2018.35180664,4545
2157.78662109,4581
1484.34655762,4586
1314.2019043,4604
2636.34790039,4609
1406.0447998,4610
1574.58410645,4655
1347.7421875,4665
947.844848633,4674
1677.47045898,4707
2510.00683594,4708
970.971435547,4727
1361.21252441,4733
2118.640625,4734
1074.40625,4747
1402.61303711,4768
6955.02587891,4778
1827.48144531,4788
2234.63037109,4795
1838.2878418,4796
2267.61181641,4815
2526.45629883,4819
2747.16748047,4827
1458.13745117,4828
2069.2199707,4848
871.349731445,4858
1561.42993164,4889
8805.51757812,4951
14692.34375,4986
1190.25402832,5001
780.848693848,5029
1248.22961426,5041
1658.22790527,5046
1589.06774902,5050
3081.58154297,5055
8141.81054688,5057
2178.9987793,5071
1485.94238281,5085
1391.6661377,5095
2370.47924805,5105
13178.0478516,5115
1318.61193848,5120
1606.07092285,5127
2115.27880859,5134
2729.82495117,5165
2224.203125,5166
2047.47607422,5176
2969.58984375,5177
2253.71362305,5195
8445.34570312,5204
3723.578125,5234
4493.64697266,5236
3779.22070312,5249
3115.41015625,5318
1522.69030762,5330
9136.47949219,5353
2398.74487305,5378
2112.18066406,5396
1941.26635742,5397
1624.47583008,5401
666.193359375,5404
2174.19042969,5416
846.196166992,5420
1282.71411133,5481
1655.95031738,5496
3140.45727539,5511
564.945678711,5512
10783.9111328,5530
1199.32177734,5539
7890.72900391,5555
3231.7487793,5571
2114.41552734,5578
1547.72070312,5587
4294.09912109,5589
2271.70996094,5596
1591.27783203,5624
1765.32446289,5641
10442.8144531,5650
934.296264648,5654
923.619140625,5661
7573.70947266,5663
5544.42919922,5670
1457.85290527,5682
1703.52758789,5685
4299.6875,5715
1490.42529297,5723
2121.06982422,5739
1461.14782715,5744
1914.62524414,5750
874.604736328,5751
1652.41809082,5757
1008.14318848,5758
1599.17126465,5764
1694.24755859,5785
1071.56298828,5802
1592.04846191,5841
1607.79150391,5848
1484.0357666,5855
5513.84326172,5857
1910.40161133,5873
1025.10192871,5891
2936.93823242,5892
12784.0566406,5895
998.871704102,5897
1151.78710938,5950
1302.89758301,5955
732.882019043,5980
950.115234375,5984
1266.23962402,6015
9167.4453125,6016
1398.18225098,6018
10713.3994141,6029
1858.76464844,6076
2670.8659668,6098
1010.58947754,6103
2458.82006836,6111
4156.12939453,6119
2220.04882812,6130
4484.47070312,6150
7923.14648438,6198
2182.52490234,6199
1089.37255859,6200
1994.9465332,6226
1852.60180664,6233
7068.78955078,6237
2339.41064453,6305
1329.54492188,6315
1615.10412598,6318
3806.35498047,6330
3164.4453125,6373
1400.51135254,6396
2310.40625,6406
2116.24707031,6434
1124.28088379,6447
2930.16650391,6457
2521.05224609,6480
6884.07373047,6485
6485.81933594,6488
3554.41625977,6509
2240.33129883,6516
1239.95336914,6520
1555.13513184,6536
1675.22375488,6554
6900.56396484,6562
793.773498535,6583
2202.47558594,6614
1428.01269531,6636
4809.67285156,6646
1799.37561035,6652
1111.73034668,6671
2292.69995117,6692
823.364501953,6706
8882.40917969,6727
1804.36804199,6752
3292.74584961,6755
1965.97094727,6781
2464.35107422,6794
1049.55859375,6820
1428.66723633,6875
2425.57055664,6920
4590.02490234,6921
1860.83203125,6927
7302.76611328,6949
2425.59692383,6955
25160.6015625,6960
7388.46289062,6976
1248.71594238,6983
1901.7019043,6986
1088.44641113,6990
2351.84790039,7013
1732.0255127,7029
2466.63012695,7034
921.219726562,7059
1509.9152832,7063
1049.47570801,7082
9375.32226562,7089
2098.68237305,7090
3909.62402344,7094
1354.08447266,7120
672.106628418,7129
1177.45776367,7149
2546.18066406,7164
1996.31494141,7171
1354.70410156,7180
1769.07189941,7184
942.32409668,7204
1699.64038086,7250
977.56237793,7252
1902.14379883,7273
1379.97192383,7277
987.868164062,7282
760.792785645,7286
2235.65795898,7332
4107.95019531,7333
4868.95263672,7341
1165.34631348,7344
2428.31152344,7348
5661.81298828,7350
7924.92871094,7367
3722.515625,7372
4789.68554688,7387
5450.45361328,7403
2601.92700195,7413
1256.40686035,7416
1570.23156738,7419
5271.8984375,7424
6888.77050781,7429
1534.81958008,7432
1013.05395508,7455
1528.05041504,7456
3901.22998047,7465
1838.09533691,7483
3180.36865234,7491
1063.38525391,7496
1189.04870605,7506
1404.54528809,7514
5964.16601562,7530
1210.83959961,7531
926.053100586,7539
1451.14770508,7550
2671.93798828,7565
1421.84436035,7567
2018.18579102,7585
2363.67944336,7594
1909.49316406,7606
2545.00097656,7635
1684.2130127,7680
3983.78710938,7690
1300.06958008,7693
1386.40466309,7726
1548.54101562,7736
1673.79992676,7771
1228.9185791,7774
2112.01538086,7792
737.877075195,7830
1595.78051758,7839
1020.80053711,7899
1655.15222168,7913
2099.40478516,7943
9044.1953125,7968
1810.03796387,7972
1945.08959961,7992
2471.9440918,8000
1731.08605957,8003
1907.91235352,8017
1670.61816406,8033
2029.99462891,8055
1896.67993164,8058
2598.29125977,8073
1370.02172852,8102
1035.09790039,8103
1847.29992676,8116
1128.99108887,8139
1260.74194336,8148
2090.90869141,8153
4785.57568359,8159
1507.47180176,8172
4750.36914062,8193
2222.93774414,8228
3084.19262695,8236
904.758911133,8239
2346.55175781,8251
1812.99499512,8269
6878.44140625,8283
2892.3125,8289
4418.61425781,8344
2128.9934082,8359
1502.72436523,8375
2824.95141602,8382
1409.54455566,8394
1623.38867188,8416
2690.06762695,8419
4403.92626953,8422
1477.40148926,8480
1508.22424316,8497
1617.81872559,8527
2963.18505859,8553
1915.85888672,8558
946.206787109,8562
2896.23144531,8563
5285.83886719,8564
4265.54345703,8592
1733.66796875,8606
1424.54638672,8624
1958.7902832,8659
1446.87658691,8677
8002.81640625,8687
1432.81494141,8691
3709.3737793,8694
12099.625,8703
981.280883789,8712
1588.82897949,8729
3183.73583984,8733
2284.77978516,8755
3950.82470703,8763
3750.43847656,8788
2904.05737305,8796
4252.37792969,8837
956.444946289,8846
1368.69799805,8859
1590.36157227,8863
1795.35168457,8869
9205.265625,8874
2576.67358398,8875
4588.78222656,8885
4464.35253906,8894
3116.08032227,8896
3758.94702148,8918
1166.33886719,8921
3351.40112305,8932
2251.39916992,8941
1211.48291016,8957
5755.80957031,9009
1370.50549316,9014
3619.8112793,9015
3986.42138672,9049
6199.76855469,9058
2571.07348633,9069
2937.70410156,9074
4645.97021484,9075
2625.52050781,9123
3297.08520508,9130
1897.42700195,9140
2955.48095703,9172
1145.47143555,9232
2362.18237305,9278
6024.08789062,9286
1970.01611328,9325
1829.09570312,9363
1253.58654785,9399
3668.70629883,9401
1784.40673828,9448
3088.2355957,9453
2921.87280273,9459
3161.67114258,9482
877.65222168,9484
5385.07617188,9498
2795.56616211,9506
577.017028809,9553
2423.81347656,9572
994.607177734,9577
3533.27954102,9589
2787.3840332,9591
1053.36218262,9605
1722.15368652,9624
2333.98461914,9626
1552.36047363,9635
1408.75964355,9658
1814.86962891,9673
5219.59521484,9695
4766.89208984,9707
11711.7050781,9743
1329.72949219,9767
5204.66308594,9787
1969.66333008,9823
2299.19458008,9832
969.048828125,9853
1762.46362305,9884
950.999633789,9890
3724.88037109,9893
1374.28210449,9899
1516.51599121,9916
2048.0612793,9968
2085.76831055,9969
3665.66723633,9970
1811.5567627,9988
2301.93115234,9989
1132.74865723,10024
925.013549805,10037
1443.41784668,10038
2888.3515625,10040
1441.94995117,10052
1379.25634766,10072
3531.12597656,10099
1560.62719727,10110
1146.58825684,10145
1279.01330566,10148
553.699890137,10149
1171.46484375,10172
2370.96948242,10174
12958.1865234,10203
1252.15808105,10213
1033.48181152,10227
2777.01757812,10269
1764.72668457,10270
1110.17565918,10277
1090.98754883,10282
1725.3359375,10305
2594.11132812,10315
1624.07043457,10333
1546.58935547,10340
3797.80566406,10346
2105.69042969,10367
1832.31726074,10382
5300.953125,10385
3617.0144043,10389
7547.56884766,10437
901.893676758,10448
2567.39990234,10453
1461.60412598,10465
2910.01611328,10467
2553.73242188,10478
1716.42102051,10496
1320.71337891,10518
750.099243164,10562
2973.24951172,10563
1980.6730957,10594
2175.5144043,10605
2797.58666992,10611
5183.04833984,10644
2101.29150391,10647
1341.73681641,10649
2461.24145508,10665
3422.85205078,10677
2802.01806641,10681
1643.59387207,10684
2481.81079102,10699
1840.69665527,10705
1483.47131348,10707
1658.99975586,10714
1477.09436035,10718
1338.41162109,10743
2679.61157227,10799
3489.03613281,10822
1629.34802246,10823
3204.89990234,10827
4903.95605469,10829
2569.76416016,10835
2641.1953125,10852
1944.40844727,10854
5922.18359375,10884
1494.46765137,10896
1960.90356445,10897
1375.51220703,10936
2156.88745117,10940
1497.8848877,10955
1609.36364746,10973
1258.88342285,10995
1999.30175781,10997
1430.98864746,11015
1557.54467773,11042
2567.11083984,11055
2711.28491211,11082
8070.31347656,11120
1237.62011719,11123
1746.92333984,11125
1196.57800293,11127
1399.07421875,11136
1423.58374023,11138
1904.91723633,11163
1244.55285645,11179
2417.06860352,11217
2410.6496582,11222
1629.36120605,11235
1357.80151367,11249
7100.39892578,11278
3067.1953125,11298
3033.40234375,11308
1366.0567627,11348
651.694702148,11350
1918.02099609,11358
2063.62841797,11364
1193.73144531,11371
1186.60009766,11372
1533.06835938,11417
2421.9074707,11426
1288.38671875,11428
797.352416992,11433
2443.56274414,11434
10846.2568359,11454
3030.00292969,11455
2073.70532227,11464
2091.2746582,11487
2060.20825195,11491
1967.6262207,11525
2989.01293945,11526
1801.67175293,11548
2504.59521484,11557
8848.54492188,11564
5089.65966797,11573
2866.04833984,11605
1377.4041748,11617
2851.52709961,11625
897.430908203,11637
1801.78149414,11647
3741.18530273,11663
1356.19421387,11675
1570.65283203,11704
2435.91601562,11710
1029.4342041,11715
4934.42480469,11717
2272.77099609,11722
1210.85974121,11746
1237.25061035,11767
1160.67590332,11804
1239.59570312,11813
3647.23413086,11815
1730.45910645,11824
3458.7956543,11825
1135.19311523,11844
7625.3828125,11861
1480.24499512,11876
7051.87402344,11921
2141.82666016,11928
2144.11694336,11941
1520.07275391,11961
1936.12060547,11963
1782.38378906,11999
1485.45117188,12025
2895.78857422,12058
1606.37060547,12067
2696.63330078,12080
1156.4050293,12089
7807.43505859,12109
1660.32019043,12165
3961.72900391,12173
3386.26977539,12190
1796.94604492,12192
5674.01220703,12212
1331.06054688,12218
3545.11499023,12230
887.646728516,12255
2299.33886719,12279
2643.84643555,12283
4173.08740234,12298
1989.81787109,12360
5627.50585938,12368
5565.92773438,12390
5086.28125,12401
2923.6418457,12412
5687.12451172,12420
2024.4519043,12428
1345.90856934,12432
1762.12207031,12437
4846.48535156,12442
2061.83398438,12447
1905.94726562,12451
2397.4453125,12461
3685.44848633,12478
1580.37634277,12482
5077.82324219,12484
1558.60253906,12489
1528.08337402,12513
1705.92724609,12538
1894.63842773,12576
2002.99731445,12585
5424.41064453,12590
4890.60253906,12605
1807.39245605,12612
2913.68725586,12620
2149.92529297,12642
1324.63122559,12651
2635.95849609,12662
4988.47167969,12707
1554.63476562,12710
930.020629883,12784
1508.60058594,12788
1655.60168457,12820
6230.03271484,12857
3470.6015625,12888
5475.91308594,12906
3034.91674805,12908
1889.58544922,12924
2309.71801758,12958
4046.31787109,12960
3457.89550781,12962
2381.13793945,12975
1212.93737793,12980
1023.37976074,12988
7985.63134766,12994
1788.22094727,12999
746.207458496,13006
2886.1081543,13057
7026.578125,13086
2294.72851562,13089
5567.97949219,13112
1496.75097656,13183
1302.96496582,13213
2306.3527832,13231
1999.11621094,13233
6230.11279297,13241
2720.80126953,13259
950.926147461,13295
2276.36376953,13314
1221.21826172,13334
981.450439453,13336
1449.78942871,13345
3530.40380859,13347
5004.48388672,13413
772.575927734,13418
1841.83557129,13426
984.206787109,13494
2481.66625977,13515
3146.62402344,13517
1688.53771973,13553
1671.18652344,13554
5030.85595703,13558
3236.67456055,13572
4087.50634766,13581
1850.85742188,13588
1392.32434082,13599
2115.93237305,13654
994.147094727,13697
2030.42211914,13702
1721.97961426,13711
1051.13378906,13712
11293.609375,13740
2792.73364258,13755
1924.30615234,13756
2418.41796875,13779
1583.28466797,13811
2881.92578125,13812
1764.61242676,13823
3457.61645508,13853
4743.76416016,13884
3154.00488281,13889
1572.15966797,13902
879.745727539,13915
1451.48950195,13924
6368.52636719,13932
1859.7956543,13941
1626.81835938,13976
2447.4128418,13979
3635.07958984,13983
5647.90966797,13998
2210.45654297,14054
738.268920898,14074
3148.29052734,14078
1832.21643066,14081
3725.93603516,14095
1437.20739746,14096
822.391418457,14098
2109.51293945,14100
1141.28076172,14102
1592.71594238,14105
4488.98535156,14121
3722.20141602,14123
1536.19824219,14152
907.993408203,14182
2246.43408203,14187
3694.85302734,14197
3843.12939453,14207
1660.95812988,14256
3815.04125977,14257
5465.77832031,14300
2798.65307617,14342
4159.77441406,14348
1527.93920898,14361
973.974243164,14365
1658.14099121,14368
2125.75292969,14379
4314.20214844,14387
2355.45581055,14394
4283.28613281,14416
1051.7244873,14420
1588.29760742,14464
4862.4453125,14480
2363.19555664,14512
3119.01342773,14518
2001.90820312,14522
927.504394531,14615
415.289245605,14626
1622.18481445,14629
2338.26904297,14642
2418.92871094,14644
6589.04003906,14647
7639.79199219,14650
13913.8466797,14651
1104.87121582,14669
1033.17358398,14691
1133.88476562,14696
14544.6513672,14697
3130.31030273,14714
2176.93969727,14725
1602.04150391,14729
1900.18505859,14750
11680.9931641,14770
4470.79833984,14796
1694.86364746,14799
2324.58447266,14818
2235.77758789,14833
1614.25622559,14846
1251.3302002,14851
4467.50292969,14852
1839.40771484,14861
1460.8112793,14879
2554.64624023,14897
1270.23999023,14900
2743.90039062,14901
2912.609375,14912
1545.8458252,14913
1693.47900391,14920
1061.90893555,14922
1041.26647949,14927
3323.20947266,14965
11159.9755859,15020
1568.7043457,15040
1008.99951172,15049
5833.68066406,15051
5012.55517578,15094
1739.34777832,15105
3097.18188477,15118
3730.06054688,15120
5318.10839844,15126
2304.58813477,15153
1692.50244141,15163
1260.83325195,15177
2069.36499023,15190
2359.02612305,15220
3901.28466797,15221
2660.68530273,15251
3168.33325195,15254
1814.98193359,15301
1888.69506836,15310
3463.81665039,15373
2907.77172852,15393
910.059448242,15401
1689.85021973,15404
6033.20605469,15430
1309.75854492,15463
1896.65185547,15467
3821.30664062,15495
1241.6517334,15523
1830.45739746,15556
2582.73510742,15577
1590.45202637,15593
1418.60266113,15608
1316.57336426,15624
1146.74682617,15635
1366.08728027,15647
5566.46142578,15655
909.676879883,15681
3381.33789062,15682
3493.66186523,15711
3552.13256836,15715
2412.46044922,15767
3437.01074219,15798
2275.47021484,15806
2342.48461914,15813
2667.14331055,15821
2519.14038086,15822
758.323364258,15838
1323.81787109,15876
4155.11621094,15877
1668.15881348,15899
3292.19287109,15904
2569.66113281,15908
2082.29736328,15928
3440.18920898,15931
2140.35424805,15957
1116.94970703,15967
3171.29614258,15972
1091.19189453,15998
1408.90307617,16011
2749.83032227,16068
4257.90136719,16093
3817.73022461,16101
2853.39013672,16103
1615.31359863,16120
1392.62878418,16121
1135.06774902,16140
1331.81921387,16160
1751.03845215,16175
6207.54882812,16195
5523.36523438,16198
1637.0045166,16201
4428.35888672,16202
1042.51721191,16210
1991.71704102,16211
2335.68041992,16230
5362.35791016,16232
3803.00170898,16235
3682.82202148,16245
804.03125,16273
3402.42163086,16276
1285.28283691,16296
1211.13830566,16348
1783.1184082,16396
1399.74230957,16405
7151.91894531,16406
1242.23547363,16427
2098.72167969,16494
1287.89135742,16511
1376.84326172,16513
2302.87011719,16533
1388.73852539,16547
1921.13696289,16572
1897.53881836,16584
4847.14453125,16607
2523.70947266,16613
1856.41870117,16619
3508.52148438,16639
1544.67163086,16646
3134.06323242,16695
1674.44421387,16719
2397.38476562,16728
1147.98999023,16733
4000.27392578,16743
1762.69567871,16751
2319.87353516,16765
4850.15380859,16783
1880.45874023,16791
3190.50634766,16804
1562.64160156,16806
1186.89172363,16811
1088.55078125,16859
2277.16821289,16886
1929.58911133,16931
1816.39868164,16941
6862.09033203,16945
1622.77746582,16967
2283.06469727,16977
3218.62719727,17035
2804.69897461,17036
2278.40039062,17068
1973.8605957,17102
3852.01147461,17107
7303.50292969,17129
2403.59472656,17138
1531.93579102,17163
3443.78051758,17185
10264.2519531,17202
2146.24829102,17216
7131.50244141,17228
1399.19543457,17237
1061.45227051,17259
1113.24169922,17282
3636.07470703,17307
910.172729492,17339
6506.65039062,17351
998.568115234,17366
3093.82836914,17404
2387.80004883,17420
6270.18212891,17435
1141.04736328,17453
1564.21313477,17468
2583.32299805,17470
1436.9342041,17483
3209.98535156,17489
5225.47509766,17535
1030.20947266,17548
1069.63452148,17552
1041.39672852,17555
3066.33544922,17567
3214.47290039,17578
3263.33813477,17595
1732.34155273,17610
1331.52270508,17623
1265.64746094,17648
5510.75976562,17664
4996.07763672,17673
1332.85827637,17678
8887.65039062,17688
1476.40673828,17714
1451.30761719,17718
2117.10546875,17719
999.572143555,17742
3823.93066406,17750
2172.06982422,17752
2507.36303711,17756
1935.48706055,17783
1292.72729492,17784
1771.44604492,17799
1796.30810547,17805
3510.4777832,17813
2215.52612305,17815
1280.33337402,17826
2251.24145508,17829
1062.51794434,17858
2703.00219727,17868
1057.63134766,17885
2592.18798828,17902
1557.51281738,17914
4275.30664062,17915
3712.84619141,17933
2422.81274414,17941
1975.02172852,17947
1237.97045898,17974
1563.26367188,17980
1569.8145752,17996
2633.0769043,18006
11454.2949219,18021
2231.65087891,18027
8669.875,18062
3348.93969727,18071
2152.18652344,18077
2872.55834961,18129
1235.3692627,18144
1000.12597656,18170
6128.35253906,18195
2422.66259766,18196
5955.57763672,18214
836.972167969,18215
1770.64343262,18233
2683.70214844,18242
3443.56518555,18259
4096.26953125,18293
1930.75317383,18300
790.022338867,18308
9149.37207031,18324
3410.15991211,18351
4532.46777344,18369
1370.57580566,18388
1699.63769531,18422
2788.32446289,18433
1442.53015137,18458
2633.37402344,18462
4461.06640625,18488
1546.8026123,18508
2230.87646484,18516
1567.40185547,18536
1089.75195312,18546
2124.28393555,18557
820.941589355,18614
3482.73681641,18636
1332.49060059,18669
4972.47949219,18688
882.328735352,18697
4237.47363281,18710
4801.69628906,18750
5395.41894531,18793
882.428344727,18812
2976.80737305,18850
5522.19775391,18852
3537.55444336,18853
978.850097656,18879
1544.95202637,18890
2079.09130859,18891
2875.22583008,18893
1550.66003418,18924
865.916259766,18934
6752.60302734,18954
8069.56445312,18967
2515.57324219,18968
3125.140625,19000
1212.00256348,19003
5367.06005859,19016
2333.9543457,19077
9267.92871094,19118
1622.81140137,19120
2634.77954102,19152
3111.64648438,19154
4456.0859375,19157
1200.71972656,19159
1412.4621582,19173
4806.54492188,19177
2324.91308594,19181
2886.13745117,19182
2277.45874023,19193
1883.21044922,19212
929.061401367,19221
1577.33203125,19226
3875.05395508,19245
3568.97045898,19291
1843.61706543,19301
2178.57470703,19309
1320.5994873,19311
1910.95507812,19313
816.830383301,19316
1196.6986084,19318
1556.40942383,19336
2897.9621582,19337
1193.19250488,19340
1637.96398926,19345
981.350708008,19351
2491.42016602,19402
1129.92871094,19408
1869.81176758,19409
2304.58569336,19437
1687.85168457,19451
1754.78564453,19474
912.227050781,19475
2550.43579102,19479
994.361694336,19483
7341.33105469,19506
1590.86193848,19507
1453.67785645,19513
5521.92480469,19521
2003.63818359,19535
6819.60693359,19553
1480.02380371,19563
1034.43908691,19576
2485.08789062,19609
2542.98217773,19619
1260.04772949,19643
1843.81188965,19653
803.475585938,19685
3100.7590332,19692
4639.25097656,19697
949.558227539,19735
2660.4453125,19749
1612.84313965,19807
859.473144531,19815
2098.34472656,19845
845.396240234,19877
1633.54772949,19892
12885.3681641,19895
1956.31616211,19913
1080.7845459,19919
1324.8223877,19921
4459.47070312,19922
2993.31933594,19940
1535.83654785,19949
1083.27331543,19955
6252.34326172,19975
5692.83691406,20001
818.689147949,20015
1614.87744141,20050
1067.8425293,20073
1943.43115234,20092
7952.55273438,20122
1038.43823242,20138
2006.88745117,20157
1136.8737793,20177
2117.84472656,20194
1329.93444824,20203
3314.09545898,20263
2411.92236328,20284
2448.9230957,20291
1435.26708984,20293
1441.3425293,20297
2210.01049805,20302
2130.70996094,20306
1619.75964355,20308
8832.12890625,20344
1413.14196777,20357
1972.01928711,20368
1526.30444336,20369
3172.34765625,20394
5238.09912109,20418
2202.24658203,20436
2575.88330078,20440
2134.76879883,20447
1374.78210449,20448
3147.39013672,20460
1998.04248047,20464
1694.15991211,20503
1424.30627441,20534
1523.84155273,20559
1933.41674805,20570
1314.17150879,20582
895.75390625,20589
3766.25561523,20615
1549.50012207,20626
1912.06860352,20633
3284.08276367,20640
1890.14868164,20657
2802.0925293,20659
3398.30126953,20683
2075.8659668,20686
1547.64489746,20688
1318.01171875,20700
11170.8574219,20711
4166.53173828,20716
1835.23632812,20766
2226.12646484,20806
2320.70410156,20820
1900.67675781,20849
3775.15087891,20861
1656.88061523,20871
1637.76855469,20897
7150.23632812,20918
1165.47399902,20919
3332.8894043,20925
2319.85546875,20940
5601.80908203,20946
1348.56750488,20983
1439.07202148,20988
2567.73364258,20991
6676.61083984,21001
2545.38061523,21025
3875.90893555,21057
1732.8013916,21068
1357.76220703,21077
1875.38964844,21083
2085.35864258,21112
2387.66943359,21114
3502.22436523,21115
1217.95349121,21138
2256.06298828,21157
1197.10961914,21167
1092.26123047,21176
1408.57092285,21186
6711.29833984,21188
1262.6697998,21189
1364.28344727,21191
3599.02001953,21203
931.460205078,21221
2579.89697266,21231
1501.03479004,21246
1365.84313965,21251
892.091186523,21261
4124.18847656,21271
2160.73632812,21283
3364.01928711,21288
10812.2294922,21289
3145.02563477,21309
2394.32250977,21320
1117.07214355,21344
2686.51977539,21347
1811.3782959,21370
1055.77185059,21373
1591.984375,21387
2053.46508789,21411
3749.53442383,21420
1235.32067871,21429
836.437255859,21434
2783.59155273,21475
1626.85754395,21494
1509.96826172,21499
3851.29272461,21527
3190.47412109,21536
1226.73718262,21552
3301.40014648,21579
3076.890625,21584
2031.60717773,21594
5183.35107422,21614
2641.92553711,21619
5826.46337891,21648
1157.15869141,21649
855.994506836,21656
2409.03320312,21708
1039.18786621,21712
1589.00805664,21726
1346.19018555,21727
1144.77160645,21752
1862.65283203,21762
2580.81567383,21788
2253.18017578,21817
1157.2208252,21827
1968.12963867,21839
5016.00634766,21842
4741.38818359,21866
3935.86474609,21878
5107.59326172,21879
2646.89379883,21895
3224.92871094,21928
1712.75183105,21940
