id,loss
3342,4017.56949707
3357,3123.78990234
3365,1801.45979004
3371,4777.07503418
3379,1445.87320557
3391,879.74222168
3404,3223.58880371
3487,6676.76652344
3490,702.969864502
3497,6519.16538086
3505,1513.30364258
3527,7571.84038086
3528,796.420252686
3548,10130.5466992
3549,4563.28644531
3564,815.556799316
3587,1155.76104858
3591,2087.30297363
3599,1133.61375
3603,2722.99904785
3635,1772.72116699
3636,5254.50162109
3648,846.911690674
3662,13291.0015039
3670,2856.53024902
3671,1874.19288574
3687,1969.46942139
3705,1189.50240723
3710,1338.4737793
3711,2493.36872314
3736,814.352506104
3756,6800.80199219
3788,1742.17832031
3792,939.228961182
3817,7271.74554688
3821,2053.18938965
3824,2087.39496826
3843,6541.41673828
3887,3810.483125
3907,2276.39892822
3911,2397.61649902
3920,2425.20436035
3926,908.430029297
3934,4449.32737793
3937,2351.13234375
4051,2542.26936523
4099,1291.76463623
4113,4294.15316406
4125,3942.41264648
4136,1484.08572266
4145,1158.38028564
4154,1725.18872559
4161,2495.96513184
4184,1145.284823
4206,3061.12388184
4208,2271.02487061
4222,3799.80815918
4232,1317.72385254
4250,1151.82400879
4252,6425.76952148
4270,3360.79598145
4304,2228.9510083
4326,2592.02007568
4338,1024.0275769
4349,1614.68005371
4361,2339.24148437
4372,2909.35872559
4386,5306.95529297
4389,1951.29594482
4396,2231.38959229
4407,3934.69778809
4419,1400.6431958
4454,6559.14933594
4462,814.036608887
4476,2774.66021973
4493,1985.71453369
4506,1504.91198242
4512,1557.17197021
4545,1770.4132373
4581,2181.25306396
4586,1207.8242041
4604,1069.77219482
4609,2481.50293945
4610,1497.76548584
4655,1627.46304687
4665,1092.00162231
4674,924.631428223
4707,1530.88398193
4708,2602.27639648
4727,1000.50562622
4733,1215.53793701
4734,2129.2026416
4747,1132.05885986
4768,1309.365979
4778,6605.15075195
4788,1513.34575195
4795,2290.84125977
4796,1450.37244629
4815,1919.41617432
4819,2224.39220947
4827,2175.22100342
4828,1238.0114209
4848,2048.14886475
4858,798.87743042
4889,1580.83376465
4951,9130.26366211
4986,14989.7402344
5001,979.879580078
5029,748.493856201
5041,1097.31405029
5046,1693.89269531
5050,1350.60884766
5055,3419.27555176
5057,8968.98125977
5071,2278.55617188
5085,1383.97134766
5095,1331.60525146
5105,2325.91736816
5115,16690.6628906
5120,1475.79400879
5127,1220.90611084
5134,2245.03370361
5165,2893.61704102
5166,3032.84968262
5176,2164.56060059
5177,2690.50202637
5195,2056.49522217
5204,8883.22078125
5234,3647.34258789
5236,4501.50373047
5249,4723.88230957
5318,3187.33571289
5330,1614.13473389
5353,10942.0508008
5378,2797.00758301
5396,1613.51908936
5397,1932.25020996
5401,1487.33385498
5404,584.14170166
5416,2113.52619141
5420,858.74522583
5481,1194.88251221
5496,1780.51909912
5511,2917.11995605
5512,735.252678223
5530,11178.6774609
5539,1239.57484131
5555,6435.38297852
5571,3258.55437988
5578,1817.95456299
5587,1480.93246582
5589,4665.0534082
5596,1877.58793701
5624,1533.95431152
5641,1693.93518311
5650,10684.8788281
5654,898.755892334
5661,926.855078125
5663,6594.63125977
5670,5525.97227539
5682,1291.03702881
5685,1780.07170654
5715,4546.64080078
5723,1444.90925781
5739,1961.00239014
5744,1396.52672363
5750,1910.56111328
5751,897.444747314
5757,1513.15677246
5758,915.87177124
5764,1451.99351807
5785,1332.98307373
5802,994.750570068
5841,1559.7929834
5848,1621.7963623
5855,1257.74675781
5857,4996.67367187
5873,1620.9127832
5891,969.409296875
5892,2687.89490723
5895,4580.81261719
5897,1119.92439697
5950,1181.23912476
5955,1028.3430542
5980,661.952276611
5984,923.285488281
6015,1390.10408447
6016,9218.2005957
6018,1499.21245361
6029,12447.0721875
6076,1629.57016846
6098,2214.45219727
6103,822.982160645
6111,2138.01239258
6119,4152.56282227
6130,2516.64499512
6150,4457.68000488
6198,7010.04416992
6199,2334.45887207
6200,892.886043701
6226,1504.14520508
6233,2184.55868896
6237,7673.5897168
6305,1767.32296631
6315,1152.04142822
6318,1453.1765332
6330,3938.31424316
6373,4002.02609863
6396,1320.81889893
6406,2343.0812207
6434,2083.99605713
6447,876.010552979
6457,3250.83541992
6480,2671.53060059
6485,6833.76969727
6488,6795.47010742
6509,3516.16564453
6516,3003.014375
6520,1151.19600098
6536,1571.30969727
6554,1556.93489746
6562,7185.80873047
6583,871.468614502
6614,2208.70506836
6636,1470.67664551
6646,4798.33975586
6652,1701.11137207
6671,1168.50307861
6692,1889.3046875
6706,764.190789795
6727,10037.3005273
6752,1638.61071045
6755,2621.73534668
6781,1868.51317383
6794,2723.9387793
6820,917.118481445
6875,1241.82687988
6920,2096.31509766
6921,4939.47464844
6927,2003.27579834
6949,6966.52144531
6955,2621.82483154
6960,26714.4842187
6976,6347.93061523
6983,1288.07274902
6986,1869.01343506
6990,1131.78735596
7013,2681.00530273
7029,1652.54729492
7034,2567.41242187
7059,904.580341797
7063,2120.80660645
7082,919.364039307
7089,9710.9496582
7090,2159.54267334
7094,3601.58280273
7120,1443.91253418
7129,670.411411133
7149,1127.06383789
7164,2697.18867676
7171,1759.6123291
7180,1426.35663086
7184,2233.25453613
7204,860.787606201
7250,1676.85644287
7252,1052.08741943
7273,1897.14498535
7277,1356.44089844
7282,744.637626953
7286,691.934898682
7332,2081.61498047
7333,4858.41036621
7341,5364.47746094
7344,1154.79313721
7348,2818.81054199
7350,6584.98154297
7367,6941.17487305
7372,4705.74654785
7387,5080.76349609
7403,5926.12922852
7413,2893.39329102
7416,1273.11831299
7419,1383.23708008
7424,4498.22904785
7429,6915.37602539
7432,1483.00689209
7455,1022.9740271
7456,1366.32900879
7465,3614.27989746
7483,1434.12320557
7491,2648.77693359
7496,784.026781006
7506,1244.75980957
7514,1113.86677612
7530,5107.84128906
7531,1185.66836182
7539,805.749984131
7550,1249.45440918
7565,3101.7398877
7567,1393.67105225
7585,1885.01142822
7594,2301.95000244
7606,2000.44333252
7635,2827.25709473
7680,1550.21864502
7690,4825.20206055
7693,1322.59343994
7726,1353.86251709
7736,1531.13832764
7771,1724.29989746
7774,1411.04523193
7792,2193.84101318
7830,714.997808838
7839,1179.12206421
7899,838.5777771
7913,1683.51759033
7943,2033.71330322
7968,8985.24341797
7972,1602.73926025
7992,1938.26965332
8000,3404.1127832
8003,1634.1165625
8017,1896.76552002
8033,1818.3554541
8055,1813.81423828
8058,1931.75942627
8073,2899.52766113
8102,1199.32130127
8103,1134.23057373
8116,1830.28481934
8139,936.340700684
8148,1186.48904785
8153,1907.45531494
8159,4657.95890625
8172,1441.32733398
8193,4478.61300781
8228,2005.76121338
8236,3470.78437012
8239,817.763109131
8251,1751.06497559
8269,1569.72811035
8283,8030.67173828
8289,2690.71285156
8344,3911.17026855
8359,2221.02601807
8375,1634.44917236
8382,2914.3295459
8394,1400.00442139
8416,1517.36753174
8419,3255.65416992
8422,6148.48429687
8480,1207.34321289
8497,1463.17411621
8527,1273.52847412
8553,3158.03599609
8558,2003.07492432
8562,994.595699463
8563,2751.10116699
8564,4921.13739258
8592,4526.34953125
8606,1654.40909424
8624,1423.79851562
8659,1646.98969238
8677,1308.50657227
8687,8409.92131836
8691,1287.14091553
8694,3383.16052734
8703,11278.0863477
8712,987.376563721
8729,1226.05095947
8733,3011.09417969
8755,2618.13385742
8763,4742.56079102
8788,3631.6505127
8796,2656.70300781
8837,4577.42253906
8846,892.545395508
8859,1080.83579956
8863,1599.3362085
8869,1365.03416748
8874,8412.87583008
8875,2576.0857666
8885,4189.00727539
8894,4757.39728516
8896,3162.00572266
8918,4169.97108398
8921,1084.7397876
8932,3876.54624023
8941,2361.72921143
8957,1032.05358765
9009,5393.29699219
9014,1303.67143799
9015,3760.22502441
9049,4109.00501465
9058,6166.74303711
9069,2338.93078125
9074,2703.7078418
9075,3590.0026709
9123,2597.02092285
9130,3200.50944824
9140,1609.8808252
9172,2989.97759766
9232,1224.91061279
9278,2248.73365723
9286,5817.66507813
9325,2164.0737085
9363,1768.61436523
9399,989.102946777
9401,3903.66962891
9448,1517.61211182
9453,2751.81772461
9459,3422.75271973
9482,2879.37216797
9484,850.64894043
9498,6159.62114258
9506,2700.67078125
9553,569.31645752
9572,2826.0163916
9577,933.234066162
9589,4124.50097168
9591,3212.6090625
9605,986.887073975
9624,1539.48599365
9626,3162.07463867
9635,1218.8077356
9658,1412.42680908
9673,2009.99335937
9695,5549.21543945
9707,4639.85388672
9743,12240.1161133
9767,1239.64780518
9787,5973.30606445
9823,1581.12804688
9832,2268.80264648
9853,997.571530762
9884,1664.54988525
9890,912.632452393
9893,4515.74799316
9899,1442.09344727
9916,1195.10393311
9968,2074.03335449
9969,2219.79881104
9970,3433.91826172
9988,1784.80025879
9989,2993.91776367
10024,1180.35384033
10037,840.377445068
10038,1302.63959961
10040,2918.01807617
10052,1433.92019287
10072,1301.684375
10099,3176.36234375
10110,1078.16148804
10145,1143.24419189
10148,1301.53463379
10149,593.966529541
10172,1296.42348633
10174,2409.57351562
10203,16295.6847266
10213,1228.86294189
10227,901.524044189
10269,2940.17265625
10270,1824.86217773
10277,1039.98321411
10282,1031.55406982
10305,2018.08916748
10315,2719.26886719
10333,1432.13147217
10340,1834.07614014
10346,3728.64898438
10367,1838.33868896
10382,1439.19746582
10385,5452.74823242
10389,3206.33984863
10437,6866.38595703
10448,901.777425537
10453,2794.65890137
10465,1503.75901367
10467,2953.03006836
10478,2814.65794434
10496,1536.34620117
10518,1147.056875
10562,873.114553223
10563,2736.86598633
10594,2220.89831299
10605,2403.66787354
10611,2697.19555176
10644,4930.25041016
10647,2436.43924805
10649,1214.80013428
10665,2228.24988281
10677,3967.34210937
10681,3294.03974609
10684,1765.98367676
10699,2422.63780518
10705,1724.60317627
10707,1337.28238281
10714,1586.34077148
10718,1440.24955566
10743,1225.67315186
10799,2518.92456055
10822,3528.81015625
10823,1633.97111084
10827,1731.87324951
10829,5445.008125
10835,2664.33775391
10852,2978.43985352
10854,1686.15012939
10884,6715.80223633
10896,1391.06066895
10897,1958.99575684
10936,1495.35039795
10940,2075.56190674
10955,1378.48963135
10973,1268.91189209
10995,1045.82089233
10997,1845.3042334
11015,1637.70927002
11042,1181.71827759
11055,2378.53751465
11082,3234.79928223
11120,8530.55665039
11123,1219.26052734
11125,1121.72839722
11127,1316.42718506
11136,1269.60749268
11138,1194.22535034
11163,1892.18880859
11179,1163.89581177
11217,2230.1727417
11222,2167.71059082
11235,1532.52302979
11249,1405.12548584
11278,7521.46827148
11298,2923.09946777
11308,3031.01112305
11348,1297.40809814
11350,652.488010254
11358,1574.17028809
11364,2048.48995605
11371,1138.92925171
11372,1217.51163574
11417,1528.5044043
11426,2454.68906494
11428,1228.09565186
11433,736.295095215
11434,2412.7119873
11454,10270.3706152
11455,3235.26509277
11464,2090.43107178
11487,1992.01415283
11491,1986.18164062
11525,2067.29522461
11526,3009.56442383
11548,1520.54012451
11557,2191.39585693
11564,9150.10958984
11573,5183.05530273
11605,2306.35307373
11617,1379.60937988
11625,2466.87399414
11637,802.988758545
11647,1377.28439453
11663,3676.03699219
11675,1383.49028564
11704,1267.41940918
11710,2673.2786377
11715,999.786196289
11717,5254.51969727
11722,2471.50364258
11746,1246.66863281
11767,862.707679443
11804,1267.52596191
11813,1190.97565674
11815,3972.87737793
11824,1244.68113281
11825,3135.44651367
11844,1092.93077881
11861,7533.87566406
11876,1724.04773926
11921,6411.45638672
11928,2228.98637451
11941,1929.51018799
11961,1588.27222168
11963,1594.9247876
11999,1910.70751221
12025,1329.38146973
12058,3507.53747559
12067,1590.86705566
12080,2370.4752832
12089,1099.23985718
12109,7193.9440918
12165,1401.35428467
12173,4454.56418457
12190,3509.20002441
12192,1700.24207764
12212,4597.47960449
12218,1182.31812988
12230,3601.46199219
12255,824.302755127
12279,2608.87333496
12283,2554.37373535
12298,4216.21159668
12360,1699.34861084
12368,6910.19742188
12390,5913.74099609
12401,5077.23362305
12412,1934.83622314
12420,5531.04451172
12428,1986.27361328
12432,1324.10003906
12437,2076.28833252
12442,4770.28289551
12447,2146.50230225
12451,1878.97813965
12461,3066.4623291
12478,3286.9215918
12482,1575.08327881
12484,5696.26925781
12489,1489.09826172
12513,1212.04542969
12538,1896.38327637
12576,1570.56656982
12585,1926.37033203
12590,5847.80793945
12605,5148.09847656
12612,1349.49027466
12620,3279.45161621
12642,1828.29819336
12651,1001.878927
12662,2496.29702637
12707,4822.85320312
12710,1714.5756958
12784,828.360046387
12788,1255.41201172
12820,1952.71729736
12857,6207.38430664
12888,3273.0275
12906,5251.48767578
12908,3062.55934082
12924,1980.99772217
12958,2558.01619141
12960,3793.26305176
12962,3635.2686084
12975,2474.11539795
12980,1293.64428223
12988,949.748786621
12994,8192.46511719
12999,1678.31295898
13006,814.961444092
13057,3201.28624023
13086,7681.63408203
13089,2043.13925049
13112,5801.64238281
13183,1468.07403564
13213,1124.89765259
13231,2325.56200195
13233,1608.54254883
13241,6154.38664062
13259,2795.16474121
13295,806.432802734
13314,2136.39335449
13334,1045.50848511
13336,800.728640137
13345,1374.33469482
13347,3721.81302246
13413,5013.88206055
13418,653.149674072
13426,1700.91777344
13494,877.447901611
13515,2403.10486328
13517,3825.39018066
13553,1402.01467529
13554,1758.73364502
13558,5148.25978516
13572,3423.70197266
13581,3671.55970703
13588,1419.32503906
13599,1366.96494629
13654,2068.11272705
13697,837.814790039
13702,1731.8572168
13711,1885.06057861
13712,1115.2936084
13740,11303.180332
13755,2598.18546875
13756,1874.24618164
13779,2189.46493408
13811,1689.53914551
13812,3830.83523926
13823,1591.85694336
13853,3452.85189941
13884,4792.21199707
13889,3535.2447168
13902,1580.84912354
13915,833.335351563
13924,1030.69762939
13932,6669.03298828
13941,1876.72567139
13976,1620.22785889
13979,2452.46213867
13983,4247.19877441
13998,5808.21501953
14054,2349.71529541
14074,647.898623047
14078,3273.77008789
14081,1580.46708008
14095,3765.24427734
14096,1258.42277954
14098,872.454970703
14100,2100.90865234
14102,1094.90233643
14105,1404.55652344
14121,5235.43587891
14123,4103.59504395
14152,1620.2814917
14182,685.541533203
14187,2624.33628906
14197,3642.52314453
14207,3881.55773926
14256,1537.69815918
14257,4186.21783691
14300,5936.9559082
14342,3093.24883789
14348,4148.72757324
14361,1594.20719482
14365,904.75300293
14368,1669.04926758
14379,2020.68686035
14387,4095.18589355
14394,1738.12280762
14416,4043.7411084
14420,1065.25363403
14464,1801.01170654
14480,4250.26996094
14512,2162.35898682
14518,3080.05836914
14522,2266.325896
14615,782.280814209
14626,459.799185791
14629,1469.75679443
14642,2087.63265869
14644,2443.97313965
14647,7274.95860352
14650,6602.22050781
14651,14303.991543
14669,1020.08730347
14691,854.225040283
14696,1249.3648877
14697,12867.1842383
14714,3115.78496094
14725,2047.46415527
14729,1418.60127686
14750,1766.97091553
14770,11181.4175
14796,5058.31587891
14799,1570.08960693
14818,2379.72256592
14833,2523.32262695
14846,1337.8914209
14851,1090.36019653
14852,3697.56714844
14861,1776.7571582
14879,1309.68755615
14897,2232.34939697
14900,1255.53125244
14901,2760.66056152
14912,3292.40043945
14913,1397.66132812
14920,1710.65459961
14922,924.991591797
14927,830.258990479
14965,3297.43939453
15020,12739.4076758
15040,1194.55063965
15049,1060.08514648
15051,5322.21334961
15094,5994.14978516
15105,1887.32087158
15118,3019.13710449
15120,4230.88404297
15126,5551.73583496
15153,1774.88483643
15163,1406.80686523
15177,1005.75630493
15190,2031.84109131
15220,2298.72467041
15221,3575.55775879
15251,3237.98227051
15254,2434.37665039
15301,1512.18032227
15310,1801.35699707
15373,2709.11447754
15393,3415.06343262
15401,885.363643799
15404,1583.53162842
15430,6421.41895508
15463,1191.74931152
15467,2145.15822021
15495,4860.69866211
15523,1134.92522949
15556,1951.01943604
15577,1667.37912354
15593,1658.84704102
15608,1332.47569336
15624,1294.16640869
15635,1128.44707886
15647,1799.83069092
15655,5333.90632813
15681,809.71996582
15682,3936.98189941
15711,3576.40193848
15715,3175.35740723
15767,2569.99597412
15798,2944.56325195
15806,2033.816521
15813,2590.31750488
15821,2740.29154785
15822,2387.32305664
15838,742.041860352
15876,1309.55365234
15877,3760.93757324
15899,1407.534646
15904,3177.05422852
15908,2453.72651367
15928,1705.77250977
15931,3392.79509277
15957,1763.25206055
15967,1314.73685547
15972,3549.74365723
15998,870.165930176
16011,1322.75305908
16068,3407.0511377
16093,4103.25301758
16101,3696.46319824
16103,2602.57922852
16120,1825.7810376
16121,1277.34526367
16140,1155.56039429
16160,1182.70087158
16175,1693.17622314
16195,5771.8622168
16198,4322.88424805
16201,1271.6292041
16202,4454.77742188
16210,1015.13691772
16211,2104.35821777
16230,2086.78787842
16232,6378.455625
16235,3600.44097168
16245,3842.04210449
16273,795.527277832
16276,4105.75369141
16296,1036.05969238
16348,980.205787354
16396,2024.92395508
16405,1063.14030396
16406,7100.75097656
16427,1184.51248291
16494,2227.24624756
16511,1150.99151855
16513,1366.93455566
16533,1767.2160083
16547,1331.21141113
16572,1504.67633545
16584,1167.04605713
16607,4579.30748047
16613,2859.24881836
16619,1629.43310791
16639,3210.02711914
16646,1429.534375
16695,3761.58773437
16719,1577.49691895
16728,2455.89430908
16733,975.930253906
16743,4941.76563965
16751,1736.90449219
16765,1971.04021484
16783,6053.34121094
16791,1836.62724854
16804,3370.0840332
16806,1512.03434814
16811,1090.95080933
16859,953.692397461
16886,2370.4975415
16931,1435.49793701
16941,1884.84051758
16945,6795.22249023
16967,1681.92252686
16977,2403.10620117
17035,3744.11291992
17036,2581.69587891
17068,2103.86680176
17102,1816.74062012
17107,4051.58521973
17129,6589.91810547
17138,2559.22047852
17163,1309.6076416
17185,3793.98036133
17202,10794.9929688
17216,2499.27375977
17228,6539.25951172
17237,1588.71939209
17259,1183.85685303
17282,922.888688965
17307,3862.22966797
17339,879.656176758
17351,6755.45739258
17366,1025.06490234
17404,3347.06896973
17420,1968.733479
17435,5636.35016602
17453,1047.53683105
17468,1258.84327393
17470,2732.30791016
17483,1313.66367432
17489,4271.7661377
17535,5873.86150391
17548,973.596435547
17552,981.855888672
17555,959.536726074
17567,3921.67254883
17578,4051.67777344
17595,2622.04774902
17610,1445.57326172
17623,1102.84330078
17648,1169.78474365
17664,5691.43994141
17673,4875.84823242
17678,1382.00171875
17688,9250.74496094
17714,1622.24448486
17718,1298.41800903
17719,1991.20609619
17742,998.680479736
17750,3289.89377441
17752,2473.03453613
17756,2464.68508789
17783,1917.01548584
17784,1215.2202002
17799,1723.2269751
17805,1755.36686768
17813,4157.09041504
17815,2172.30966797
17826,1105.3463147
17829,2280.84697754
17858,911.916824951
17868,2871.21193848
17885,1036.85284424
17902,2397.47711182
17914,1405.56946045
17915,4567.23055664
17933,4050.24390625
17941,2007.01802002
17947,1974.57782227
17974,975.957770996
17980,1415.08234863
17996,1468.09499023
18006,2616.82223633
18021,13075.6555078
18027,2126.81461914
18062,8211.4156543
18071,3679.18152832
18077,2859.43481934
18129,2672.24543945
18144,1267.89065918
18170,1009.16522827
18195,6655.32766602
18196,2495.82006592
18214,6988.88790039
18215,764.275562744
18233,1540.87159668
18242,1823.27114014
18259,3532.64404785
18293,4026.26497559
18300,1806.28618652
18308,922.322183838
18324,8152.14750977
18351,3753.4523291
18369,5541.81073242
18388,1180.20106934
18422,1578.45375244
18433,2878.31881836
18458,1392.93036621
18462,3189.93112793
18488,4716.41103516
18508,1484.91504395
18516,2135.07688232
18536,1482.15358398
18546,1013.63975464
18557,1624.26425293
18614,746.256365967
18636,4045.59949707
18669,1372.0923291
18688,4401.44846191
18697,742.230740967
18710,4608.77989258
18750,5254.70033203
18793,5742.91610352
18812,1089.32390259
18850,3217.56844727
18852,6130.67112305
18853,3604.75309082
18879,969.552705078
18890,1513.98212646
18891,1786.14401611
18893,2700.19346191
18924,1245.75666748
18934,905.243253174
18954,7300.26094727
18967,7286.32939453
18968,2615.96405273
19000,3135.66115723
19003,1026.46399292
19016,6011.3903125
19077,1983.91038086
19118,8825.63753906
19120,1545.13979248
19152,2276.15833496
19154,3042.73886719
19157,3999.57226074
19159,1146.72060547
19173,1115.16141235
19177,4847.96732422
19181,2188.20241943
19182,2302.44295654
19193,2385.33375488
19212,1768.21005371
19221,926.543410645
19226,1530.81947266
19245,3597.05946777
19291,3102.6004541
19301,1314.82331543
19309,2230.64423828
19311,1318.21485596
19313,2114.25359375
19316,718.11760376
19318,1067.73084229
19336,1435.64442139
19337,2302.46019775
19340,1132.05371948
19345,1445.55397461
19351,749.934110107
19402,2552.31445801
19408,1162.75095703
19409,1689.10150146
19437,1872.47952393
19451,1219.62699097
19474,1638.93796631
19475,1199.44080078
19479,2692.11233887
19483,1076.10052612
19506,6499.28208008
19507,1076.49998779
19513,1077.25181152
19521,5381.93803711
19535,1792.70685547
19553,7529.025625
19563,1290.8902832
19576,1173.0345874
19609,2679.10309082
19619,2483.52927734
19643,1063.26414429
19653,1560.22289307
19685,787.886843262
19692,3046.50251953
19697,4495.38550781
19735,842.469093018
19749,2662.75168945
19807,2060.15682861
19815,863.347606201
19845,1801.82754395
19877,841.208843994
19892,1727.70513184
19895,11293.3358398
19913,1977.88056641
19919,921.224641113
19921,1196.71120117
19922,5652.98999023
19940,2633.08617676
19949,1485.7666748
19955,841.560898437
19975,5634.64198242
20001,6596.93990234
20015,667.768137207
20050,1536.56371094
20073,985.618879395
20092,1811.85924561
20122,7920.72146484
20138,1101.84862183
20157,1707.38337891
20177,840.560626221
20194,1577.55265625
20203,1274.31149658
20263,3229.51774414
20284,2317.93967285
20291,2483.66544922
20293,1310.01547852
20297,1377.16139893
20302,2130.19351807
20306,2054.59473145
20308,1574.65306641
20344,8644.74523437
20357,1373.9288501
20368,1644.59211182
20369,1228.67327881
20394,3470.42491699
20418,7471.048125
20436,2002.29880371
20440,2701.17104004
20447,1956.42901123
20448,1515.47250488
20460,3306.76969238
20464,1970.96832275
20503,1624.06875244
20534,1250.90135986
20559,1377.71479492
20570,2063.22818848
20582,1111.91293457
20589,861.878787842
20615,2907.88347168
20626,1618.1913501
20633,1846.6351709
20640,4646.14387695
20657,1547.28095703
20659,3290.02033203
20683,3892.96335449
20686,1950.20404541
20688,1314.39328125
20700,1142.57591309
20711,10223.3763477
20716,4097.29259277
20766,1655.54982422
20806,1763.95004639
20820,2118.84040771
20849,1745.65647217
20861,4553.15365234
20871,1501.59309082
20897,1466.14983887
20918,8547.80140625
20919,1080.54654785
20925,3950.35341309
20940,2272.4185376
20946,6691.21869141
20983,1372.10279053
20988,1228.10549438
20991,3293.32635254
21001,5798.56711914
21025,2100.31383301
21057,4031.72070801
21068,1496.94036621
21077,1201.88178955
21083,1688.56411133
21112,1990.05355957
21114,2363.03494873
21115,2952.71094238
21138,1064.58647339
21157,1898.23585693
21167,1127.02098633
21176,1128.79648682
21186,1392.80794189
21188,6668.76706055
21189,1150.05076904
21191,1653.93804932
21203,3191.93877441
21221,913.444611816
21231,3134.45206543
21246,1275.71069214
21251,915.752347412
21261,1039.78526001
21271,3792.55123047
21283,1624.73321289
21288,3577.24771484
21289,10385.0774805
21309,3382.36260742
21320,2372.94933105
21344,923.644293213
21347,2263.04452148
21370,1718.98765381
21373,981.699250488
21387,1469.79488037
21411,2271.68690918
21420,3262.04355957
21429,1274.26704102
21434,700.875444336
21475,2402.76337891
21494,1828.79768555
21499,1517.31192139
21527,4029.90151855
21536,2935.97435547
21552,963.195725098
21579,3402.44144531
21584,3506.11460449
21594,1807.35176025
21614,5779.70095703
21619,2405.7178833
21648,6133.54351562
21649,1174.59733154
21656,651.775531006
21708,2160.74330566
21712,1046.41627563
21726,1635.27883545
21727,1184.00421143
21752,1104.26334961
21762,1668.71130859
21788,2489.39853027
21817,2119.5459375
21827,1133.51154297
21839,1966.31064453
21842,4915.43308594
21866,4375.93411133
21878,4135.29411621
21879,5994.56929687
21895,2802.40649414
21928,3348.59484863
21940,1430.03033691
21960,719.220755615
21986,6884.76495117
21993,1537.05911621
