id,loss
10020,3017.03440918
10024,1152.77942383
10027,2693.271875
10037,797.528225098
10043,1145.45940918
10076,2061.52119385
10079,2363.72095459
10080,1634.51689453
10081,7580.6319043
10082,1533.35092529
10085,2566.25402832
10097,2074.19397217
10099,3558.78601074
10110,1310.50472656
10139,1678.83402588
10145,1155.19575684
10149,586.412228394
10155,2702.68634766
10156,753.797947998
10157,1065.3302002
10165,3904.37050293
10171,2681.2794043
10174,2341.18987793
10175,1446.54346436
10179,1120.56587524
10189,1776.97390625
10192,2132.09506348
10196,1491.48458008
10209,861.510546875
10212,1153.59047852
10220,2442.32939697
10232,2971.72221191
10246,1646.32084229
10251,2788.59242188
10252,2197.25430176
10265,5961.90488281
10277,1093.2793689
10287,1190.87779541
10289,1253.14446533
10294,1221.14286377
10302,4221.77121582
10304,6282.13549805
10306,1905.39799072
10316,1327.16341797
10330,1104.21283569
10337,1408.8707666
10343,3837.33044922
10346,3753.13491699
10384,1722.06662354
10390,1244.45502686
10421,1866.86309326
10437,6715.18803711
10439,1332.81375244
10441,4820.24439941
10445,1218.53459717
10448,881.591398926
10453,2707.90343262
10465,1569.83912598
10467,3125.02743652
10470,1127.45838379
10478,2576.17819336
10480,11832.9435547
10483,2892.69733643
10492,903.322799072
10509,1456.33394775
10512,3872.3394873
10517,1743.02672607
10518,1129.09305664
10531,3172.39213379
10532,3083.98000977
10539,1684.55145752
10551,3547.77124023
10556,1140.65534546
10559,1813.19518555
10577,1291.8290332
10618,6315.96133789
10628,926.583295898
10644,4715.19651367
10648,1152.95069824
10649,1177.34415771
10655,2049.92093262
10661,3202.92116211
10663,2294.26216553
10665,2282.04360352
10666,2616.38649414
10680,4924.25239746
10684,1797.86176025
10691,3937.01356934
10707,1459.20244385
10713,993.799232178
10718,1437.70957275
10728,1944.41129395
10733,2848.08032227
10738,3049.46815918
10742,3194.58505859
10761,3134.92410645
10775,2476.57526367
10776,1214.2244873
10778,741.581848145
10781,3188.68322754
10795,3048.32397949
10796,2638.0709375
10799,2422.79435059
10804,3200.61597168
10822,3956.64556152
10823,1541.98186279
10829,4798.72924805
10834,3414.10414063
10842,12162.7386914
10849,1065.79846313
10854,1814.0082251
10856,5134.30777344
10858,2141.26333496
10864,2602.4136084
10873,2491.48560547
10884,6438.11792969
10892,640.73774292
10894,2885.30081543
10897,1820.69759766
10917,7513.98363281
10921,1612.35803955
10933,1610.31761475
10935,985.684852295
10940,2213.50242676
10945,1077.4745166
10947,2828.2807373
10948,2015.65984619
10957,3792.97749023
10973,1296.79246094
10979,2253.09025391
10995,1154.47468872
11014,5071.81793945
11015,1713.01148438
11017,5730.55087891
11053,1590.80037842
11055,2361.87731934
11067,2197.70319824
11072,1007.17118896
11074,1446.79178467
11082,3153.31551758
11087,1322.11560303
11095,3267.54375488
11109,3898.57808594
11130,2160.68406006
11132,1333.95828125
11136,1399.20981445
11138,1238.9412915
11163,1888.07442627
11165,2995.73141113
11170,1495.80506592
11179,1180.00807739
11201,7073.74947266
11211,4634.14884277
11212,978.396989746
11214,2048.19636719
11218,4306.4840625
11224,1485.71374512
11225,1456.55295654
11233,4060.42064941
11240,1492.81464355
11255,3491.38459473
11269,4726.96246094
11274,1167.31118408
11275,5777.67262695
11285,1945.53359375
11288,1312.79193848
11290,1347.81473877
11292,1575.52800293
11293,3035.95618164
11301,1086.94533691
11302,1875.38261475
11308,3095.12839844
